entry_time,exit_time,signal,entry,sl,tp,result,profit,saldo,buy_probability,sell_probability
2026-05-21 04:56:00,2026-05-21 05:01:00,BUY,4560.77,4558.805,4563.717500000001,WIN,965055.817350442,22410740.64736027,0.6694352891248578,0.33056471087514294
2026-05-21 06:22:00,2026-05-21 07:02:00,BUY,4539.91,4538.235,4542.4225,LOSS,-672322.219420808,21738418.42793946,0.5854243993573267,0.4145756006426748
2026-05-21 07:25:00,2026-05-21 07:28:00,BUY,4538.02,4536.795714285715,4539.856428571429,WIN,978228.8292572757,22716647.257196736,0.5889669648885928,0.41103303511140954
2026-05-21 08:58:00,2026-05-21 09:03:00,BUY,4528.79,4526.303571428572,4532.5196428571435,WIN,1022249.1265738532,23738896.38377059,0.5709931726469061,0.42900682735309614
2026-05-21 09:21:00,2026-05-21 09:22:00,BUY,4535.74,4533.0992857142855,4539.701071428572,WIN,1068250.3372696764,24807146.721040264,0.5524006243513837,0.447599375648617
2026-05-21 10:46:00,2026-05-21 10:50:00,BUY,4517.14,4515.447142857143,4519.679285714286,WIN,1116321.6024468117,25923468.323487077,0.5509537208582943,0.4490462791417073
2026-05-21 11:01:00,2026-05-21 11:03:00,BUY,4518.96,4516.942142857143,4521.986785714286,WIN,1166556.0745569183,27090024.398043994,0.5762575192254293,0.42374248077457316
2026-05-21 11:15:00,2026-05-21 11:38:00,SELL,4535.22,4538.088571428571,4530.9171428571435,WIN,1219051.0979119795,28309075.495955974,0.42524894919268397,0.5747510508073164
2026-05-21 12:25:00,2026-05-21 12:29:00,BUY,4536.67,4534.823571428571,4539.439642857143,WIN,1273908.3973180188,29582983.893273994,0.5950969834047114,0.4049030165952887
2026-05-21 13:09:00,2026-05-21 13:30:00,BUY,4534.65,4532.974999999999,4537.1625,LOSS,-887489.5167982198,28695494.376475774,0.5531357907500815,0.4468642092499209
2026-05-21 14:00:00,2026-05-21 14:12:00,BUY,4513.03,4509.977857142857,4517.608214285714,WIN,1291297.2469414098,29986791.623417184,0.6389332361957479,0.36106676380425384
2026-05-21 14:21:00,2026-05-21 14:23:00,BUY,4518.85,4516.756428571429,4521.990357142858,LOSS,-899603.7487025155,29087187.87471467,0.6172875681949309,0.3827124318050699
2026-05-21 14:33:00,2026-05-21 14:37:00,BUY,4511.63,4509.392142857143,4514.986785714285,LOSS,-872615.6362414401,28214572.23847323,0.6640057722530985,0.3359942277469024
2026-05-21 14:45:00,2026-05-21 14:51:00,BUY,4513.74,4511.896428571428,4516.505357142857,WIN,1269655.7507312954,29484227.989204526,0.739009575512622,0.2609904244873771
2026-05-21 14:56:00,2026-05-21 15:00:00,BUY,4512.93,4511.072857142857,4515.715714285715,WIN,1326790.2595142038,30811018.24871873,0.8118024450035664,0.1881975549964342
2026-05-21 15:07:00,2026-05-21 15:13:00,BUY,4517.36,4515.307142857142,4520.439285714286,LOSS,-924330.5474615619,29886687.70125717,0.6451209206843385,0.35487907931566226
2026-05-21 15:20:00,2026-05-21 15:25:00,BUY,4508.65,4506.362857142857,4512.080714285714,LOSS,-896600.631037715,28990087.070219453,0.8064650069300332,0.19353499306996694
2026-05-21 15:34:00,2026-05-21 15:39:00,BUY,4514.56,4511.438571428572,4519.242142857143,LOSS,-869702.6121065835,28120384.45811287,0.714681685044324,0.28531831495567594
2026-05-21 15:48:00,2026-05-21 15:50:00,BUY,4512.37,4509.15,4517.2,LOSS,-843611.533743386,27276772.924369484,0.8260775754379419,0.1739224245620587
2026-05-21 16:04:00,2026-05-21 16:07:00,BUY,4512.07,4508.709999999999,4517.11,LOSS,-818303.1877310845,26458469.7366384,0.6907369234933126,0.3092630765066868
2026-05-21 16:16:00,2026-05-21 16:20:00,BUY,4504.03,4500.604285714286,4509.168571428571,LOSS,-793754.092099152,25664715.64453925,0.814503788257526,0.18549621174247413
2026-05-21 16:28:00,2026-05-21 16:34:00,BUY,4498.07,4494.418571428571,4503.547142857143,LOSS,-769941.4693361775,24894774.17520307,0.8404694978961309,0.15953050210386974
2026-05-21 16:42:00,2026-05-21 16:43:00,BUY,4496.27,4492.128571428571,4502.482142857143,WIN,1120264.837884138,26015039.01308721,0.7917775936995249,0.20822240630047492
2026-05-21 16:54:00,2026-05-21 16:56:00,BUY,4517.9,4512.733571428571,4525.649642857143,LOSS,-780451.1703926163,25234587.84269459,0.5584524713554501,0.4415475286445497
2026-05-21 17:15:00,2026-05-21 17:17:00,BUY,4504.78,4501.392857142857,4509.860714285714,LOSS,-757037.6352808378,24477550.207413755,0.848598933197149,0.151401066802851
2026-05-21 17:32:00,2026-05-21 17:33:00,BUY,4509.24,4506.624285714285,4513.163571428571,LOSS,-734326.5062224127,23743223.701191343,0.7072128854138785,0.29278711458612106
2026-05-21 17:44:00,2026-05-21 17:48:00,BUY,4504.72,4502.016428571429,4508.7753571428575,LOSS,-712296.7110357403,23030926.990155604,0.857971006874607,0.14202899312539286
2026-05-21 17:59:00,2026-05-21 18:03:00,BUY,4508.7,4505.757142857143,4513.114285714285,LOSS,-690927.8097046681,22339999.180450935,0.8163021415524621,0.18369785844753753
2026-05-21 18:10:00,2026-05-21 18:13:00,BUY,4503.88,4500.7414285714285,4508.5878571428575,WIN,1005299.963120292,23345299.143571228,0.7758938493667732,0.22410615063322745
2026-05-21 18:27:00,2026-05-21 18:31:00,BUY,4502.77,4500.1614285714295,4506.682857142858,WIN,1050538.4614607054,24395837.605031934,0.8481860157109665,0.15181398428903342
2026-05-21 18:45:00,2026-05-21 18:54:00,BUY,4508.62,4506.810714285714,4511.333928571428,WIN,1097812.692226437,25493650.29725837,0.7723407466909461,0.22765925330905404
2026-05-21 19:00:00,2026-05-21 19:01:00,BUY,4515.35,4513.510714285715,4518.108928571429,WIN,1147214.2633766267,26640864.560634997,0.6028342112093477,0.39716578879065184
2026-05-21 19:29:00,2026-05-21 19:30:00,BUY,4516.47,4514.878571428571,4518.857142857143,WIN,1198838.9052285748,27839703.46586357,0.6831684140308765,0.31683158596912353
2026-05-21 19:43:00,2026-05-21 19:45:00,BUY,4517.46,4516.071428571428,4519.542857142857,WIN,1252786.6559638607,29092490.12182743,0.6545124680064728,0.34548753199352744
2026-05-21 19:56:00,2026-05-21 19:59:00,BUY,4517.41,4516.062857142857,4519.430714285714,WIN,1309162.0554822343,30401652.177309666,0.7281891009206365,0.2718108990793638
2026-05-21 20:07:00,2026-05-21 20:12:00,BUY,4517.43,4515.694285714286,4520.033571428572,WIN,1368074.3479789349,31769726.5252886,0.6932987649259329,0.30670123507406855
2026-05-21 20:33:00,2026-05-21 20:36:00,SELL,4540.02,4544.673571428571,4533.039642857143,LOSS,-953091.795758658,30816634.729529943,0.4137913779216659,0.5862086220783344
2026-05-21 20:53:00,2026-05-21 20:54:00,SELL,4554.57,4557.402142857142,4550.321785714285,LOSS,-924499.0418858982,29892135.687644046,0.3970264686063525,0.6029735313936471
2026-05-21 21:17:00,2026-05-21 21:25:00,BUY,4545.1,4542.34,4549.240000000001,WIN,1345146.105943982,31237281.793588027,0.6066910833324642,0.39330891666753587
2026-05-21 21:38:00,2026-05-21 21:40:00,BUY,4543.63,4541.814285714286,4546.353571428572,WIN,1405677.6807114612,32642959.47429949,0.605313106102141,0.39468689389785955
2026-05-21 23:42:00,2026-05-21 23:46:00,BUY,4541.07,4540.388571428571,4542.092142857143,LOSS,-979288.7842289847,31663670.690070506,0.563919207643637,0.43608079235636454
2026-05-22 01:03:00,2026-05-22 01:20:00,BUY,4544.05,4542.367142857143,4546.574285714286,LOSS,-949910.1207021151,30713760.569368392,0.5799765297356985,0.420023470264303
2026-05-22 01:28:00,2026-05-22 02:10:00,BUY,4540.19,4539.412857142856,4541.3557142857135,WIN,1382119.2256215776,32095879.79498997,0.5662435525994496,0.4337564474005521
2026-05-22 03:38:00,2026-05-22 03:42:00,BUY,4540.2,4538.5371428571425,4542.694285714286,LOSS,-962876.3938496991,31133003.40114027,0.5959489081370418,0.4040510918629585
2026-05-22 04:21:00,2026-05-22 04:49:00,BUY,4531.43,4529.12,4534.895,LOSS,-933990.102034208,30199013.29910606,0.5621448483344571,0.43785515166554645
2026-05-22 06:43:00,2026-05-22 06:47:00,BUY,4527.03,4525.462142857143,4529.381785714285,WIN,1358955.5984597728,31557968.897565834,0.5606723230105908,0.4393276769894113
2026-05-22 06:56:00,2026-05-22 07:52:00,BUY,4527.9,4526.7642857142855,4529.603571428571,WIN,1420108.6003904627,32978077.4979563,0.5562803572698247,0.44371964273017706
2026-05-22 08:46:00,2026-05-22 08:48:00,BUY,4532.73,4531.079285714285,4535.206071428571,LOSS,-989342.3249386889,31988735.17301761,0.615903263541608,0.38409673645839243
2026-05-22 09:37:00,2026-05-22 09:47:00,BUY,4524.9,4522.972857142857,4527.790714285714,WIN,1439493.0827857924,33428228.255803403,0.5574987170661722,0.44250128293383095
2026-05-22 11:09:00,2026-05-22 11:10:00,BUY,4526.92,4525.4292857142855,4529.1560714285715,WIN,1504270.271511153,34932498.52731456,0.5842459241007899,0.41575407589921115
2026-05-22 11:24:00,2026-05-22 12:36:00,BUY,4527.92,4525.597857142857,4531.403214285715,LOSS,-1047974.9558194367,33884523.57149512,0.5721218316601786,0.427878168339823
2026-05-22 12:45:00,2026-05-22 12:55:00,BUY,4526.05,4524.412142857143,4528.506785714286,WIN,1524803.5607172805,35409327.1322124,0.5893545671331047,0.41064543286689603
2026-05-22 13:26:00,2026-05-22 13:33:00,BUY,4527.87,4526.344999999999,4530.1575,LOSS,-1062279.813966372,34347047.31824603,0.5664345722222882,0.4335654277777138
2026-05-22 14:14:00,2026-05-22 14:15:00,BUY,4515.84,4514.559285714286,4517.761071428572,LOSS,-1030411.4195473809,33316635.89869865,0.5903433873057581,0.4096566126942439
2026-05-22 14:31:00,2026-05-22 14:33:00,BUY,4513.95,4512.66,4515.885,WIN,1499248.6154414392,34815884.51414009,0.707098940812036,0.29290105918796483
2026-05-22 14:43:00,2026-05-22 14:44:00,BUY,4520.67,4519.135,4522.9725,WIN,1566714.803136304,36382599.317276396,0.6580770493082857,0.3419229506917146
